# Descriptions truncated to 500 chars. Full text in geojson/sites.geojson
id,internal_key,name,alternate_names,category,territory,modern_location,lordship,lat,lon,coordinate_precision,fortified_status,visible_remains,harbor,description_truncated,image,wikipedia_en,wikipedia_he
tomb-of-the-virgin-mary,Tomb of the Virgin Mary,Tomb of the Virgin Mary,Church of the Sepulchre of Saint Mary; Tomb of Mary,church,Israel,"Kidron Valley, Mount of Olives, Jerusalem",Royal Domain - Jerusalem,31.78,35.2389,exact,definite,yes,false,"Cut partly into the bedrock at the foot of the Mount of Olives, the Crusader Church of the Sepulchre of Saint Mary marks the traditional tomb of the Virgin. The Frankish builders in the twelfth century reshaped a fifth-century Byzantine martyrium into a cruciform church with a wide forty-eight-step descending staircase that survives almost intact today. Queen Melisende of Jerusalem was buried here in 1161 in a side chapel halfway down the stairs, and the church became the principal funerary site...",Mary's_Tomb_Jerusalem.jpg,https://en.wikipedia.org/wiki/Tomb_of_the_Virgin_Mary,https://he.wikipedia.org/wiki/%D7%A7%D7%91%D7%A8_%D7%9E%D7%A8%D7%99%D7%9D
battle-of-ain-jalut-1260,Battle of Ain Jalut (1260),Battle of Ain Jalut (1260),Ayn Jalut; Spring of Goliath,battle,Israel,"Spring of Harod, Jezreel Valley",Principality of Galilee,32.546,35.345,approximate,,,,"On 3 September 1260, the Mamluk sultan Qutuz and his commander Baybars met the Mongol army of Kitbuqa at the Spring of Goliath (Ayn Jalut) in the Jezreel Valley, a few hours' march from Crusader Acre. The Crusader barons in Acre had declared a calculated neutrality and granted the Mamluks safe passage and a market through their territory — a tacit acknowledgement that the Mongol threat outweighed the Muslim one. Baybars led the Mamluk vanguard in a feigned retreat that drew the Mongols into an a...",Campaign_of_the_Battle_of_Ain_Jalut_1260.svg,https://en.wikipedia.org/wiki/Battle_of_Ain_Jalut,https://he.wikipedia.org/wiki/%D7%A7%D7%A8%D7%91_%D7%A2%D7%99%D7%9F_%D7%92%27%D7%90%D7%9C%D7%95%D7%AA
battle-of-al-sannabra-1113,Battle of Al-Sannabra (1113),Battle of Al-Sannabra (1113),Battle of al-Sinnabra,battle,Israel,"Al-Sinnabra bridge, south of the Sea of Galilee",Principality of Galilee,32.718,35.572,approximate,,,,"On 28 June 1113, a Seljuk army from Mosul and Damascus under Mawdud and Toghtekin caught Baldwin I's forces by surprise near the al-Sinnabra bridge at the southern end of the Sea of Galilee. The Seljuks lured the Franks across the bridge with a feigned retreat — a textbook Turkish tactic — and then enveloped them. The Crusaders lost 1,000 to 2,000 men, including 30 knights, and Baldwin barely escaped, leaving his royal banner and tent in Seljuk hands. Recognising that he could not afford a secon...",,https://en.wikipedia.org/wiki/Battle_of_al-Sannabra,
battle-of-arsuf-1191,Battle of Arsuf (1191),Battle of Arsuf (1191),,battle,Israel,"Near Arsuf, Sharon Plain, Israel",Lordship of Arsuf,32.2025,34.81,approximate,,,,"A masterclass in Crusader battlefield discipline. After recapturing Acre in July 1191, Richard the Lionheart began a cautious march south along the coast toward Jaffa, keeping the sea on his right and his army in tight formation. Saladin shadowed him inland, sending waves of mounted archers to provoke the Crusader cavalry into a premature charge. For days Richard's knights endured a rain of arrows without breaking ranks — an extraordinary feat of discipline. On 7 September, near the ruins of Ars...",battle_Battle_of_Arsuf_1191.jpg,https://en.wikipedia.org/wiki/Battle_of_Arsuf,https://he.wikipedia.org/wiki/%D7%A7%D7%A8%D7%91_%D7%90%D7%A8%D7%A1%D7%95%D7%A3
battle-of-ascalon-1099,Battle of Ascalon (1099),Battle of Ascalon (1099),,battle,Israel,"Ashkelon, Israel",County of Jaffa and Ascalon,31.6619,34.5461,approximate,,,,"Barely a month after taking Jerusalem, the Crusaders faced their first real counter-attack. The Fatimid vizier al-Afdal had assembled a large Egyptian relief army — chroniclers claim twenty thousand or more — and marched it up the coast to Ascalon to retake the Holy City. The Crusader leadership — Godfrey of Bouillon together with the two Roberts (of Normandy and Flanders) and Raymond of Toulouse — rode south with roughly twelve hundred knights and perhaps nine thousand infantry to meet the thre...",battle_Battle_of_Ascalon_1099.jpg,https://en.wikipedia.org/wiki/Battle_of_Ascalon,https://he.wikipedia.org/wiki/%D7%A7%D7%A8%D7%91_%D7%90%D7%A9%D7%A7%D7%9C%D7%95%D7%9F
battle-of-belvoir-castle-1182,Battle of Belvoir Castle (1182),Battle of Belvoir Castle (1182),Belvoir 1182; Battle of Forbelet,battle,Israel,"Belvoir Castle, Lower Galilee",Principality of Galilee,32.5957,35.5191,approximate,,,,"On 15 July 1182, Baldwin IV — by now visibly disabled by leprosy and unable to ride without assistance — repulsed a major Saladin invasion at Belvoir Castle, on the bluff above the Jordan Valley. Commanding 700 knights and 9,000 infantry and Turcopoles, the king refused to be drawn into the open and held a tight defensive formation at the foot of the castle. The Ayyubid army inflicted heavy casualties on the Frankish infantry but could not break the knights, and after a day of inconclusive fight...",Belvoir_fortress.JPG,https://en.wikipedia.org/wiki/Battle_of_Belvoir_Castle,
battle-of-cresson-1187,Battle of Cresson (1187),Battle of Cresson (1187),Springs of Cresson; Cresson,battle,Israel,"Springs of Cresson, near Saffuriya, Lower Galilee",Principality of Galilee,32.7186,35.4017,approximate,,,,"On 1 May 1187, two months before the catastrophe at Hattin, a small Templar and Hospitaller force led by the Templar grand master Gerard of Ridefort intercepted a far larger Ayyubid raiding column near the Springs of Cresson, just outside Nazareth. Despite repeated warnings that the enemy outnumbered them ten to one, Gerard ordered an immediate charge. The result was a slaughter: the Hospitaller master Roger des Moulins was killed, and only Gerard and three knights escaped. The destruction of ne...",Battle_of_Cresson.jpg,https://en.wikipedia.org/wiki/Battle_of_Cresson,https://he.wikipedia.org/wiki/%D7%A7%D7%A8%D7%91_%D7%A7%D7%A8%D7%A1%D7%95%D7%9F
battle-of-hattin-1187,Battle of Hattin (1187),Battle of Hattin (1187),Horns of Hattin,battle,Israel,"Horns of Hattin, Lower Galilee, Israel",Principality of Galilee,32.8022,35.44,exact,,,,"The single most catastrophic day in Crusader history. By mid-1187 Saladin had united Egypt and Syria and assembled the largest Muslim army the Crusaders had ever faced. King Guy of Jerusalem, goaded by aggressive barons, marched his entire field army — some twenty thousand men, virtually every knight in the kingdom — away from the springs of Saffuriya on a waterless July march toward Tiberias. Saladin's cavalry harassed them relentlessly through the scorching heat. On the morning of 4 July the e...",battle_Battle_of_Hattin_1187.jpg,https://en.wikipedia.org/wiki/Battle_of_Hattin,https://he.wikipedia.org/wiki/%D7%A7%D7%A8%D7%91_%D7%A7%D7%A8%D7%A0%D7%99_%D7%97%D7%99%D7%98%D7%99%D7%9F
battle-of-jaffa-1192,Battle of Jaffa (1192),Battle of Jaffa (1192),,battle,Israel,"Jaffa, Israel",County of Jaffa and Ascalon,32.0543,34.7516,exact,,,,"The last major clash of the Third Crusade and perhaps Richard the Lionheart's most astonishing personal feat of arms. In late July 1192 Saladin launched a surprise assault on Jaffa while Richard was negotiating at Acre. The city's outer defences fell, and the small garrison retreated into the citadel. Richard raced south by galley with only a handful of knights and a few hundred Italian crossbowmen. He waded ashore and, with barely seventeen mounted knights and a thin line of infantry, counter-a...",battle_Battle_of_Jaffa_1192.jpg,https://en.wikipedia.org/wiki/Battle_of_Jaffa_(1192),
battle-of-montgisard-1177,Battle of Montgisard (1177),Battle of Montgisard (1177),,battle,Israel,"Near Ramla, Israel",County of Jaffa and Ascalon,31.86,34.92,approximate,,,,"One of the most dramatic upsets in Crusader history. In November 1177 Saladin led a large raiding force — perhaps twenty-six thousand men — across the frontier from Egypt, pushing deep into the kingdom while its army was scattered. The sixteen-year-old King Baldwin IV, already suffering from leprosy, gathered what forces he could find: barely 375 knights, a company of Templars from Gaza, and a few thousand infantry. Carrying the relic of the True Cross, this small force intercepted Saladin near ...",battle_Battle_of_Montgisard_1177.jpg,https://en.wikipedia.org/wiki/Battle_of_Montgisard,https://he.wikipedia.org/wiki/%D7%A7%D7%A8%D7%91_%D7%92%D7%96%D7%A8
battle-of-yibneh-1123,Battle of Yibneh (1123),Battle of Yibneh (1123),Battle of Ibelin; Battle of Yibna,battle,Israel,"Yavne (Yibna), Israel",County of Jaffa and Ascalon,31.866,34.746,approximate,,,,"With Baldwin II in captivity in Aleppo, the regent Eustace Grenier led a Crusader field army of 7,000 men against a Fatimid invasion force of 16,000 sent by the vizier Al-Ma'mun al-Bata'ihi. They met on 29 May 1123 between Ascalon and Jaffa, near Yibna (Yavne). The Frankish charge shattered the Egyptian line, killing some 6,000 Fatimid soldiers. The following day, 30 May, the Venetian fleet under Doge Domenico Michiel destroyed the Fatimid navy off the coast of Jaffa. The twin victories effectiv...",,https://en.wikipedia.org/wiki/Battle_of_Yibneh,
battle-of-al-fule-1183,Battle of al-Fule (1183),Battle of al-Fule (1183),Al-Fula; La Feve,battle,Israel,"Jezreel Valley, near Kibbutz Merhavia",Principality of Galilee,32.6,35.3,approximate,,,,"Between 30 September and 6 October 1183, the regent Guy of Lusignan — newly raised to the regency in place of the ailing Baldwin IV — confronted a major Saladin invasion of the Jezreel Valley. Guy mobilised the entire field army of the kingdom, more than 15,000 infantry and 1,300 to 1,500 knights, and concentrated them at the Templar fortress of La Feve (al-Fule). For a full week the two armies skirmished without joining a decisive battle. Despite the systematic destruction of Frankish farms and...",,https://en.wikipedia.org/wiki/Battle_of_al-Fule,
first-battle-of-ramla-1101,First Battle of Ramla (1101),First Battle of Ramla (1101),Ramla 1101,battle,Israel,"Ramla, Israel",County of Jaffa and Ascalon,31.929,34.872,approximate,,,,"On 7 September 1101, Baldwin I of Jerusalem met a Fatimid invasion army at Ramla, the strategic crossroads on the Jerusalem–Jaffa road. With only 260 knights and about 900 infantry — a force outnumbered perhaps tenfold — the king nonetheless ordered a ferocious mounted charge after his initial line buckled. Heavy casualties on both sides included some eighty Frankish knights, but the Fatimid commander Saad al-Daulah was killed in the fighting and his army broke and fled south. The victory secure...",,https://en.wikipedia.org/wiki/Battle_of_Ramla_(1101),
second-battle-of-ramla-1102,Second Battle of Ramla (1102),Second Battle of Ramla (1102),Ramla 1102,battle,Israel,"Ramla, Israel",County of Jaffa and Ascalon,31.932,34.874,approximate,,,,"On 17 May 1102, Baldwin I made the worst tactical mistake of his reign. Misjudging an incoming Fatimid army under the vizier's son Sharaf al-Ma'ali as a small raiding force, the king led only 200 knights — with no infantry support at all — directly into roughly 20,000 Egyptian troops at Ramla. The knights were enveloped and annihilated almost to a man. Stephen of Blois, who had returned to the East to atone for deserting the First Crusade, was among the dead; Baldwin himself escaped only by taki...",Gustave_Doré_-_Two_Hundred_Knights_Attack_Twenty_Thousand_Saracens.jpg,https://en.wikipedia.org/wiki/Battle_of_Ramla_(1102),
third-battle-of-ramla-1105,Third Battle of Ramla (1105),Third Battle of Ramla (1105),Ramla 1105,battle,Israel,"Ramla, Israel",County of Jaffa and Ascalon,31.928,34.871,approximate,,,,"Three years after the catastrophe of 1102, Baldwin I returned to Ramla on 27 August 1105 with the lessons of combined-arms warfare fully internalised. With 500 knights and 2,000 infantry, he met a joint Fatimid–Damascene army that fielded a substantial corps of 1,300 Turkish horse archers supplied by the Burid dynasty — the first time a major coalition of Egyptian infantry and Syrian light cavalry had operated against the kingdom. The Crusader infantry absorbed the arrow harassment without break...",Ramla1105.jpg,https://en.wikipedia.org/wiki/Battle_of_Ramla_(1105),
battle-of-jacobs-ford-1179,Battle of Jacob's Ford (1179),Battle of Jacob's Ford (1179),Vadum Iacob; Chastellet,siege,Israel,"Jordan River crossing, near Ateret Fortress",Principality of Galilee,33.0192,35.6261,exact,,,,"King Baldwin IV had begun, in late 1178, to build a major castle — Chastellet — at Jacob's Ford on the Upper Jordan, in clear violation of an existing truce with Saladin. The site dominated the main crossing on the Damascus–Acre road and threatened to amputate Saladin's communications between Egypt and Syria. Saladin first tried to buy the project off; when Baldwin refused, the Ayyubid army arrived in late August 1179 with the half-finished castle still vulnerable. After five days of mining and ...",Ateret-S-164.jpg,https://en.wikipedia.org/wiki/Battle_of_Jacob%27s_Ford,
siege-of-acre-1189-1191,Siege of Acre (1189–1191),Siege of Acre (1189–1191),Third Crusade Siege of Acre,siege,Israel,"Acre (Akko), Israel",Royal Domain - Acre,32.91,35.08,approximate,,,,"Two years after Saladin took Acre in the wake of Hattin, the freshly released King Guy of Lusignan arrived before its walls in August 1189 with a small force and laid siege to the city — only to be encircled in turn by Saladin's relief army. The resulting double siege, with Crusaders and Muslims facing each other across the walls and the surrounding plain, lasted twenty-two months. It was the central military event of the Third Crusade: tens of thousands of Frankish reinforcements arrived by sea...",Philippe_Auguste_et_Richard_Acre.jpg,https://en.wikipedia.org/wiki/Siege_of_Acre_(1189%E2%80%931191),https://he.wikipedia.org/wiki/%D7%94%D7%9E%D7%A6%D7%95%D7%A8_%D7%A2%D7%9C_%D7%A2%D7%9B%D7%95_%281189%E2%80%931191%29
siege-of-acre-1291,Siege of Acre (1291),Siege of Acre (1291),Fall of Acre; Mamluk siege of Acre,siege,Israel,"Old City of Acre, Israel",Royal Domain - Acre,32.921,35.0494,exact,,,,"The Mamluk sultan al-Ashraf Khalil arrived before Acre on 5 April 1291 with the largest siege army the medieval Levant had ever seen — contemporary chronicles claim a hundred and twenty thousand men and dozens of trebuchets, including two enormous machines named 'The Furious' and 'The Victorious'. Inside the walls, perhaps fifteen thousand defenders — Templars, Hospitallers, Teutonic Knights, the militias of the Italian quarters, and the household knights of King Henry II of Cyprus — held a near...",1291_siège_d'Acre.jpg,https://en.wikipedia.org/wiki/Siege_of_Acre_(1291),https://he.wikipedia.org/wiki/%D7%94%D7%9E%D7%A6%D7%95%D7%A8_%D7%A2%D7%9C_%D7%A2%D7%9B%D7%95_(1291)
siege-of-ascalon-1153,Siege of Ascalon (1153),Siege of Ascalon (1153),Crusader capture of Ascalon,siege,Israel,"Ascalon (Tel Ashkelon), Israel",County of Jaffa and Ascalon,31.667,34.548,approximate,,,,"For more than half a century after the First Crusade the Fatimid fortress of Ascalon had remained a thorn in the kingdom's side, a permanent garrison from which raiding columns could reach the gates of Jerusalem. From 25 January to 22 August 1153, King Baldwin III mounted the largest siege of the kingdom's history, deploying enormous siege towers against the walls and a fleet of fifteen ships against seventy Fatimid vessels in the harbour. On 16 August the Fatimid garrison set fire to a Crusader...",Siege_of_Ascalon_(1153).jpg,https://en.wikipedia.org/wiki/Siege_of_Ascalon,https://he.wikipedia.org/wiki/%D7%94%D7%9E%D7%A6%D7%95%D7%A8_%D7%A2%D7%9C_%D7%90%D7%A9%D7%A7%D7%9C%D7%95%D7%9F_%281153%29
siege-of-jerusalem-1099,Siege of Jerusalem (1099),Siege of Jerusalem (1099),,siege,Israel,"Jerusalem, Israel",Royal Domain - Jerusalem,31.7781,35.2298,exact,,,,"The climactic moment of the First Crusade and one of the most consequential sieges in medieval history. After a gruelling two-year march from Constantinople, the surviving Crusader army — perhaps thirteen thousand strong, far from home and desperately short of water — arrived before the walls of Jerusalem in June 1099. The city's Fatimid garrison had poisoned the wells outside the walls and expelled all Christians. A first assault on 13 June failed. Only after Genoese ships landed timber at Jaff...",battle_Siege_of_Jerusalem_1099.jpg,https://en.wikipedia.org/wiki/Siege_of_Jerusalem_(1099),https://he.wikipedia.org/wiki/%D7%94%D7%9E%D7%A6%D7%95%D7%A8_%D7%A2%D7%9C_%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D_(1099)
siege-of-jerusalem-1187,Siege of Jerusalem (1187),Siege of Jerusalem (1187),Saladin's capture of Jerusalem,siege,Israel,"Jerusalem, Israel",Royal Domain - Jerusalem,31.778,35.23,approximate,,,,"After the catastrophic destruction of the Crusader field army at Hattin on 4 July 1187, the cities and castles of the kingdom — stripped of their garrisons to feed the doomed march to Tiberias — fell to Saladin one after another over the summer. By September Saladin stood before the walls of Jerusalem itself. The defence was conducted by Balian of Ibelin, who had been permitted to enter the city under safe conduct to collect his wife. Balian raised every able-bodied man over fourteen and knighte...",ChristiansBeforeSaladin.jpg,https://en.wikipedia.org/wiki/Siege_of_Jerusalem_(1187),https://he.wikipedia.org/wiki/%D7%94%D7%9E%D7%A6%D7%95%D7%A8_%D7%A2%D7%9C_%D7%99%D7%A8%D7%95%D7%A9%D7%9C%D7%99%D7%9D_%281187%29
hebron-castle-of-st-abraham,HEBRON,Hebron — Castle of St Abraham,al-Khalil; St Abraham; Ebron; Cariatharba,major_castle,West Bank,"Hebron, West Bank",Lordship of Hebron,31.5245,35.1094,exact,probable,unknown,false,"Beneath the great Herodian enclosure of the Cave of the Patriarchs, the Crusaders built a fortified annex to serve as the castle of the lords of Hebron, the 'Castle of St Abraham'. The medieval town was one of the southernmost outposts of the kingdom. The Crusader additions are now embedded in the much longer architectural history of the Haram el-Khalil.",BTS_Hebron_Tour_280215_24.jpg,https://en.wikipedia.org/wiki/Hebron,https://he.wikipedia.org/wiki/%D7%97%D7%91%D7%A8%D7%95%D7%9F
jabal-quruntul-mount-of-temptation,JABAL QURUNTUL,Jabal Quruntul (Mount of Temptation),Jabal ad-Duqq; Tahunat al-Hawa; Doctis; castellum Abrahamti,major_castle,West Bank,"Mount of Temptation, Jericho, West Bank",Royal Domain - Jerusalem,31.8742,35.4261,exact,definite,unknown,false,"A Templar castle established on the summit of Jabal Quruntul, the traditional Mount of Temptation above Jericho, reusing natural caves and cisterns. The site is now best known for the cliff-clinging Greek Orthodox Monastery of the Temptation, which was built centuries later on and around the earlier remains.",IHM_דיר_אל-קרנטל.jpeg,https://en.wikipedia.org/wiki/Mount_of_Temptation,https://he.wikipedia.org/wiki/%D7%94%D7%A8%20%D7%A7%D7%A8%D7%A0%D7%98%D7%9C
khirbet-balama-castellum-beleismum,Khirbet Bal'ama (Castellum Beleismum),Khirbet Bal'ama (Castellum Beleismum),Castellum Beleismum; Chastiau St Job; Khirbet Balama,major_castle,West Bank,"Khirbet Bal'ama, West Bank",Principality of Galilee,32.452128,35.287817,exact,definite,partial,false,"Khirbet Bal'ama — Castellum Beleismum, 'the castle of St Job' — stood at an important crossroads south of Jenin. A two-storey vaulted tower inside a rectangular enclosure protected a long vaulted tunnel leading down to a spring. The tunnel, partly excavated in recent years, is still visible.",Khirbet_Balama.jpg,https://en.wikipedia.org/wiki/Ibleam,
nablus-naples,NABLUS,Nablus (Naples),Naples; Neapolis,major_castle,West Bank,"Nablus, West Bank",Lordship of Nablus,32.2211,35.2544,exact,definite,unknown,false,"Nablus — Neapolis to the Romans, Naples to the Crusaders — was a major royal town in the heart of Samaria. The battered base of a large tower, presumed to be part of the town's castle, still stands in the old city alongside other medieval fragments. Crusader Nablus was the scene of a 1120 ecclesiastical council which issued a set of influential legal canons.","Nablous,_The_Ancient_Shechem_MET_DP116336.jpg",https://en.wikipedia.org/wiki/Nablus,https://he.wikipedia.org/wiki/%D7%A9%D7%9B%D7%9D
qalat-ad-damm-inn-of-the-good-samaritan,Qal'at ad-Damm / Good Samaritan / Cisterna Rubea,Qal'at ad-Damm — Inn of the Good Samaritan,Maldoim; Adumim; Castrum Dumi; Cisterna Rubea; Turris Rubea; Rouge Cisterne; Inn of the Good Samaritan,major_castle,West Bank,"Inn of the Good Samaritan, West Bank",Royal Domain - Jerusalem,31.816392,35.359429,approximate,definite,partial,false,"On the hill above the traditional Inn of the Good Samaritan, halfway between Jerusalem and Jericho, stand the ruins of a Templar road fortress known as Cisterna Rubea ('the Red Cistern') or Qal'at ad-Damm. It guarded pilgrims on the notoriously dangerous descent to Jericho and the Jordan.",Maldoim-V2-718.jpg,https://en.wikipedia.org/wiki/Inn_of_the_Good_Samaritan,https://he.wikipedia.org/wiki/%D7%90%D7%9B%D7%A1%D7%A0%D7%99%D7%99%D7%AA%20%D7%94%D7%A9%D7%95%D7%9E%D7%A8%D7%95%D7%A0%D7%99%20%D7%94%D7%98%D7%95%D7%91
tel-ayalon-castellum-arnoldi,Tel Ayalon / Yalu / Castellum Arnoldi,Tel Ayalon (Castellum Arnoldi),Yalo; Yalu; Castellum Arnoldi; Aijalon,major_castle,West Bank,"Yalo, West Bank",County of Jaffa and Ascalon,31.8376,35.0202,approximate,definite,partial,false,"Castellum Arnoldi, 'Arnold's Castle', stood at the entrance to the Ayalon Valley at Yalu, one of the classic invasion routes up to Jerusalem. It guarded the western flank of the kingdom's heartland. The medieval ruins survive today in the largely abandoned village area near Canada Park.",Tel_Ayalon.jpg,https://en.wikipedia.org/wiki/Yalo,https://he.wikipedia.org/wiki/%D7%99%D7%90%D7%9C%D7%95%20%28%D7%9B%D7%A4%D7%A8%29
al-bira-magna-mahumeria,al-Bira,al-Bira (Magna Mahumeria),Birra; Castrum Maome/Mahomaria; Magna,major_castle,West Bank,"Al-Bireh, West Bank",Royal Domain - Jerusalem,31.9075,35.2189,exact,definite,unknown,false,"Al-Bira, next to Ramallah, was the Crusader 'new town' of Magna Mahumeria, a planned Frankish settlement attached to the Church of the Holy Sepulchre. At its lower end stood a small castle or tower with a barrel-vaulted basement. The parish church of Magna Mahumeria is still partially visible beneath later buildings in al-Bira.",al bireh crusader church.jpg,https://en.wikipedia.org/wiki/Al-Bireh,https://he.wikipedia.org/wiki/%D7%90%D7%9C-%D7%91%D7%99%D7%A8%D7%94
ain-al-haramiya-spring-of-the-templars,'Ain Al-Haramiya,'Ain al-Haramiya (Spring of the Templars),Spring of the Brigands/Templars; Birkat al-Dawiyya; Pool of the Templars,tower,West Bank,"Qasr al Haramiyah, West Bank",Lordship of Nablus,32.15857,35.13176,approximate,definite,unknown,false,'The Spring of the Brigands' — called the Pool of the Templars in the sources — was a Templar-controlled water source and small road station on the Jerusalem-Nablus road. A groin-vaulted cistern still survives in the Wadi al-Haramiya area.,,,
bayt-ur-al-fauqa-bethoron-superior,BAIT 'UR AL-FAUQA,Bayt 'Ur al-Fauqa (Bethoron Superior),Bethoron Superior; Vetus Bethor,tower,West Bank,"Beit Ur al-Fauqa, West Bank",Royal Domain - Jerusalem,31.8855,35.1155,exact,definite,unknown,false,Bayt 'Ur al-Fauqa — biblical Upper Beth Horon — stood on the ancient pass from the coastal plain up to Jerusalem. A Frankish tower known simply as al-Burj ('the tower') marked the Crusader presence there; the village was granted to the Holy Sepulchre in the twelfth century.,PikiWiki_Israel_9676_matat_look-out_in_bet-horon.jpg,https://en.wikipedia.org/wiki/Beit_Ur_al-Fauqa,https://he.wikipedia.org/wiki/%D7%91%D7%99%D7%AA%20%D7%A2%D7%95%D7%A8%20%D7%90%D7%9C-%D7%A4%D7%95%D7%A7%D7%90
burj-bardawil,Burj Bardawil,Burj Bardawil,Burj el-Bardawil; al-Baubariya,tower,West Bank,"Burj Bardawil, West Bank",Lordship of Nablus,31.98545,35.24395,exact,probable,yes,false,"Burj Bardawil — 'Baldwin's Tower' — is a small semi-fortified courtyard building in the central West Bank hills, with projecting turrets and barrel-vaulted ranges. Its name links it in popular memory to one of the first Crusader kings of Jerusalem, though the precise building history is uncertain.",Burj_Bardawil.jpg,,
burj-beitin-bethel,Burj Beitin,Burj Beitin (Bethel),Bethel; al-Burj Beitin,tower,West Bank,"Burj Beitin, West Bank",Royal Domain - Jerusalem,31.92267,35.24483,exact,definite,yes,false,"A twelfth-century tower at Burj Beitin, identified by some with biblical Bethel. The tower sits inside a rectangular enclosure and was held at various times by ecclesiastical lords of the kingdom. Substantial walls survive on the hill above the modern village of Beitin.",Burj_Beitin.jpg,https://en.wikipedia.org/wiki/Beitin,https://he.wikipedia.org/wiki/%D7%91%D7%99%D7%AA%D7%99%D7%9F
jericho-russian-compound-tower,JERICHO,Jericho — Russian Compound Tower,ay-Riha; Iericho; Hiericho; Jherico,tower,West Bank,"Jericho, West Bank",Royal Domain - Jerusalem,31.8706,35.4437,exact,uncertain,unknown,false,"Jericho in the Crusader period was more of a sugar-producing agricultural centre than a fortified stronghold. A square tower near the Russian compound may preserve a small Frankish presence in the oasis, but its attribution is debated. The wider Crusader footprint in the Jordan Valley was mainly economic.",Tell_es-sultan.jpg,https://en.wikipedia.org/wiki/Jericho,https://he.wikipedia.org/wiki/%D7%99%D7%A8%D7%99%D7%97%D7%95
khirbet-al-karmil-carmelus,Khirbat al-Karmil (Carmelus),Khirbet al-Karmil (Carmelus),Carmelus; Khirbet el Kirmil,tower,West Bank,"Khirbet al-Karmil, West Bank",Lordship of Hebron,31.422876,35.132952,approximate,definite,yes,false,"A Frankish tower incorporating the fabric of an earlier church, on a hilltop in the southern West Bank. The tower had a barrel-vaulted basement and arrow-slits, and formed part of the scattered network of small strongpoints in the hills south of Hebron.",Al-Karmil0240.JPG,https://en.wikipedia.org/wiki/Al-Karmil,https://he.wikipedia.org/wiki/%D7%97'%D7%A8%D7%91%D7%AA_%D7%90%D7%9C_%D7%9B%D7%A8%D7%9E%D7%9C_(%D7%97%D7%91%D7%A8%D7%95%D7%9F)
qarawat-bani-hassan,QARAWAT BANI HASSAN,Qarawat Bani Hassan,Burj al-Yaqur,tower,West Bank,"Qarawat Bani Hassan, West Bank",Lordship of Nablus,32.128,35.099,approximate,definite,unknown,false,A two-storey Frankish tower with a barrel-vaulted basement and associated medieval buildings in the village of Qarawat Bani Hassan in the central West Bank. It represents the kind of small rural stronghold held by secondary vassals of the kingdom.,جبال_قراوة_بني_حسان_-.jpg,https://en.wikipedia.org/wiki/Qarawat_Bani_Hassan,https://he.wikipedia.org/wiki/%D7%A7%D7%A8%D7%90%D7%95%D7%95%D7%AA%20%D7%91%D7%A0%D7%99%20%D7%97%D7%A1%D7%90%D7%9F
ramallah-al-burj,RAMALLAH,Ramallah (al-Burj),Ramalie,tower,West Bank,"Ramallah, West Bank",Royal Domain - Jerusalem,31.896944,35.201667,approximate,definite,unknown,false,"Al-Burj — 'the tower' — in the middle of what is now Ramallah preserves the surviving remains of a small medieval fortified building. The site is a reminder that Ramallah, like many of the hill-country villages, had a Frankish presence in the twelfth century.",,https://en.wikipedia.org/wiki/Ramallah,https://he.wikipedia.org/wiki/%D7%A8%D7%9E%D7%90%D7%9C%D7%9C%D7%94
sinjil-casale-s-egidii,SINJIL,Sinjil (Casale S. Egidii),Casale S. Egidii,tower,West Bank,"Sinjil, West Bank",Lordship of Nablus,32.033056,35.264167,approximate,definite,unknown,false,"Sinjil takes its name from the Crusader lord Raymond of Saint-Gilles, count of Toulouse and of Tripoli. A small Frankish tower and the surrounding village were registered as the estate of a named lord in 1175. The surviving base of the tower can still be seen in the village.",Sinjil4140.JPG,https://en.wikipedia.org/wiki/Sinjil,https://he.wikipedia.org/wiki/%D7%A1%D7%99%D7%A0%D7%92%27%D7%99%D7%9C
ar-ram,ar-RAM,ar-Ram,al-Ram,tower,West Bank,"Al-Ram, West Bank",Royal Domain - Jerusalem,31.85361,35.23333,approximate,definite,unknown,false,"Ar-Ram, a village on the old Jerusalem-Nablus road, had a substantial Frankish tower with a barrel-vaulted basement and an internal stair leading up to the upper floor. It belonged to the network of small strongpoints that policed the main north-south route through the central hill country.",Ar Ram.png,https://en.wikipedia.org/wiki/Ar-Ram,https://he.wikipedia.org/wiki/%D7%90-%D7%A8%D7%90%D7%9D
an-nasr-mosque-nablus-crusader-church,An-Nasr Mosque (Nablus Crusader Church),An-Nasr Mosque (Nablus Crusader Church),An-Nasr Mosque; Mosque of Victory; Masjid an-Nasr,church,West Bank,Old City of Nablus,Lordship of Nablus,32.2206,35.2603,exact,definite,yes,false,"The An-Nasr (Victory) Mosque in the heart of the Old City of Nablus stands on the site of a Crusader church, itself built over an earlier Byzantine basilica. The Crusaders, who governed the city as Naples in the twelfth century and held it as a royal demesne after King Baldwin II granted it to his daughter Princess Alice, raised the church on the central square of the Frankish quarter. After Saladin's reconquest in 1187 the building was converted into a mosque and given the name 'Victory' to com...",An-Nasr_Mosque3 (1).jpg,https://en.wikipedia.org/wiki/An-Nasr_Mosque,
